"Timestamp","Poem"
"2016/05/22 11:26:22 PM EST","Life’s ironies irritate my afternoon hours like wool. One, I’m in a foreign country in my own head; two, I’m sometimes lonely living with two women; three, people are having sex in shop windows but we haven’t made love in weeks; four, the more Alexis smokes, the better her singing voice; the more I clean up, the more I feel like Alexis’ ashtray; the more I read, the more I lose my place. Unsettled, I get hungry, and remember pears and young Gouda in the refrigerator. I throw down my books. Ironically, given their status as objects, the red pear and the pale cheese are breathing furiously, inhabiting the world I left. All told, the pear is a great relief, luxuriating on a plate as blue as the Dutch flag, with the pungent Gouda such a pure moment of pale yellow!"
"2016/05/22 11:26:40 PM EST","Out of the dark cup
Your voice broke like a flower.
It trembled, swaying on its taut stem.
The caress in its touch
Made my eyes close."
"2016/05/22 11:27:32 PM EST","one must be one
to ever be two

and if you
were a day
I’d find a way

to live
through you"
"2016/05/22 11:33:14 PM EST","and if
I were to say

I love you and
I do love you

and I say it
now and again

and again
would you say

parataxis
would you see

the world revolves
anew

its axis
you"
"2016/05/22 11:35:34 PM EST","Come slowly—Eden
Lips unused to Thee—
Bashful—sip thy Jessamines
As the fainting Bee—

Reaching late his flower,
Round her chamber hums—
Counts his nectars—
Enters—and is lost in Balms."
"2016/05/22 11:40:41 PM EST","She walks in beauty, like the night
Of cloudless climes and starry skies;
And all that’s best of dark and bright
Meet in her aspect and her eyes;
Thus mellowed to that tender light
Which heaven to gaudy day denies."
"2016/05/22 11:41:54 PM EST","let me be your electric meter
I will not run out
let me be the electric heater
you get cold without"
"2016/05/22 11:42:38 PM EST","Whatever happens with us, your body
will haunt mine — tender, delicate
your lovemaking…
the live, insatiate dance of your nipples in my mouth —
your touch on me, firm, protective, searching
me out, your strong tongue and slender fingers
reaching where I had been waiting years for you
in my rose-wet cave — whatever happens, this is."
"2016/05/22 11:42:55 PM EST","Lady,i will touch you with my mind.
Touch you and touch and touch
until you give
me suddenly a smile,shyly obscene"
"2016/05/22 11:43:12 PM EST","You are the one
I am lit for.

Come with your rod
that twists
and is a serpent."
"2016/05/22 11:44:02 PM EST","please master can I have your thighs bare to my eyes
please master can I take off your clothes below your chair
please master can I kiss your ankles and soul"
"2016/05/22 11:44:22 PM EST","Licence my roving hands, and let them go,
Before, behind, between, above, below."
"2016/05/22 11:44:38 PM EST","Beautiful, wide-spread,
fire upon leaf,
what meadow yields
so fragrant a leaf
as your bright leaf?"
"2016/05/22 11:46:16 PM EST","Both robbed of air, we both lie in one ground,
Both whom one fire had burnt, one water drowned.

"
"2016/05/22 11:49:45 PM EST","Love is a fire.
But whether it is going to warm your heart or burn down your house,
you can never tell."
"2016/05/22 11:50:17 PM EST","The Time I've lost in wooing,
In watching and pursuing
The light that lies
In women's eyes
Has been my heart's undoing."
